,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active
383, ,MS Zaandam,0.0,0.0,2020-04-26,9,2,0,7
384,Diamond Princess,Canada,0.0,0.0,2020-04-27,0,1,0,-1
385,Grand Princess,Canada,0.0,0.0,2020-04-27,13,0,0,13
386, ,Diamond Princess,0.0,0.0,2020-04-27,712,13,645,54
387, ,MS Zaandam,0.0,0.0,2020-04-27,9,2,0,7
388,Diamond Princess,Canada,0.0,0.0,2020-04-28,0,1,0,-1
389,Grand Princess,Canada,0.0,0.0,2020-04-28,13,0,0,13
390, ,Diamond Princess,0.0,0.0,2020-04-28,712,13,645,54
391, ,MS Zaandam,0.0,0.0,2020-04-28,9,2,0,7
392,Diamond Princess,Canada,0.0,0.0,2020-04-29,0,1,0,-1
393,Grand Princess,Canada,0.0,0.0,2020-04-29,13,0,0,13
394, ,Diamond Princess,0.0,0.0,2020-04-29,712,13,645,54
395, ,MS Zaandam,0.0,0.0,2020-04-29,9,2,0,7
396,Diamond Princess,Canada,0.0,0.0,2020-04-30,0,1,0,-1
397,Grand Princess,Canada,0.0,0.0,2020-04-30,13,0,0,13
398, ,Diamond Princess,0.0,0.0,2020-04-30,712,13,645,54
399, ,MS Zaandam,0.0,0.0,2020-04-30,9,2,0,7
400,Diamond Princess,Canada,0.0,0.0,2020-05-01,1,1,0,0
401,Grand Princess,Canada,0.0,0.0,2020-05-01,13,0,0,13
402, ,Diamond Princess,0.0,0.0,2020-05-01,712,13,645,54
403, ,MS Zaandam,0.0,0.0,2020-05-01,9,2,0,7
404,Diamond Princess,Canada,0.0,0.0,2020-05-02,1,1,0,0
405,Grand Princess,Canada,0.0,0.0,2020-05-02,13,0,0,13
406, ,Diamond Princess,0.0,0.0,2020-05-02,712,13,645,54
407, ,MS Zaandam,0.0,0.0,2020-05-02,9,2,0,7
408,Diamond Princess,Canada,0.0,0.0,2020-05-03,1,1,0,0
409,Grand Princess,Canada,0.0,0.0,2020-05-03,13,0,0,13
410, ,Diamond Princess,0.0,0.0,2020-05-03,712,13,645,54
411, ,MS Zaandam,0.0,0.0,2020-05-03,9,2,0,7
412,Diamond Princess,Canada,0.0,0.0,2020-05-04,1,1,0,0
413,Grand Princess,Canada,0.0,0.0,2020-05-04,13,0,0,13
414, ,Diamond Princess,0.0,0.0,2020-05-04,712,13,645,54
415, ,MS Zaandam,0.0,0.0,2020-05-04,9,2,0,7
416,Diamond Princess,Canada,0.0,0.0,2020-05-05,1,1,0,0
417,Grand Princess,Canada,0.0,0.0,2020-05-05,13,0,0,13
418, ,Diamond Princess,0.0,0.0,2020-05-05,712,13,645,54
419, ,MS Zaandam,0.0,0.0,2020-05-05,9,2,0,7
420,Diamond Princess,Canada,0.0,0.0,2020-05-06,1,1,0,0
421,Grand Princess,Canada,0.0,0.0,2020-05-06,13,0,0,13
422, ,Diamond Princess,0.0,0.0,2020-05-06,712,13,645,54
423, ,MS Zaandam,0.0,0.0,2020-05-06,9,2,0,7
424,Diamond Princess,Canada,0.0,0.0,2020-05-07,1,1,0,0
425,Grand Princess,Canada,0.0,0.0,2020-05-07,13,0,0,13
426, ,Diamond Princess,0.0,0.0,2020-05-07,712,13,645,54
427, ,MS Zaandam,0.0,0.0,2020-05-07,9,2,0,7
428,Diamond Princess,Canada,0.0,0.0,2020-05-08,1,1,0,0
429,Grand Princess,Canada,0.0,0.0,2020-05-08,13,0,0,13
430, ,Diamond Princess,0.0,0.0,2020-05-08,712,13,645,54
431, ,MS Zaandam,0.0,0.0,2020-05-08,9,2,0,7
432,Diamond Princess,Canada,0.0,0.0,2020-05-09,1,1,0,0
433,Grand Princess,Canada,0.0,0.0,2020-05-09,13,0,0,13
434, ,Diamond Princess,0.0,0.0,2020-05-09,712,13,645,54
435, ,MS Zaandam,0.0,0.0,2020-05-09,9,2,0,7
436,Diamond Princess,Canada,0.0,0.0,2020-05-10,1,1,0,0
437,Grand Princess,Canada,0.0,0.0,2020-05-10,13,0,0,13
438, ,Diamond Princess,0.0,0.0,2020-05-10,712,13,651,48
439, ,MS Zaandam,0.0,0.0,2020-05-10,9,2,0,7
440,Diamond Princess,Canada,0.0,0.0,2020-05-11,1,1,0,0
441,Grand Princess,Canada,0.0,0.0,2020-05-11,13,0,0,13
442, ,Diamond Princess,0.0,0.0,2020-05-11,712,13,651,48
443, ,MS Zaandam,0.0,0.0,2020-05-11,9,2,0,7
444,Diamond Princess,Canada,0.0,0.0,2020-05-12,1,1,0,0
445,Grand Princess,Canada,0.0,0.0,2020-05-12,13,0,0,13
446, ,Diamond Princess,0.0,0.0,2020-05-12,712,13,651,48
447, ,MS Zaandam,0.0,0.0,2020-05-12,9,2,0,7
448,Diamond Princess,Canada,0.0,0.0,2020-05-13,1,1,0,0
449,Grand Princess,Canada,0.0,0.0,2020-05-13,13,0,0,13
450, ,Diamond Princess,0.0,0.0,2020-05-13,712,13,651,48
451, ,MS Zaandam,0.0,0.0,2020-05-13,9,2,0,7
452,Diamond Princess,Canada,0.0,0.0,2020-05-14,1,1,0,0
453,Grand Princess,Canada,0.0,0.0,2020-05-14,13,0,0,13
454, ,Diamond Princess,0.0,0.0,2020-05-14,712,13,651,48
455, ,MS Zaandam,0.0,0.0,2020-05-14,9,2,0,7
456,Diamond Princess,Canada,0.0,0.0,2020-05-15,1,1,0,0
457,Grand Princess,Canada,0.0,0.0,2020-05-15,13,0,0,13
458, ,Diamond Princess,0.0,0.0,2020-05-15,712,13,651,48
459, ,MS Zaandam,0.0,0.0,2020-05-15,9,2,0,7
460,Diamond Princess,Canada,0.0,0.0,2020-05-16,1,1,0,0
461,Grand Princess,Canada,0.0,0.0,2020-05-16,13,0,0,13
462, ,Diamond Princess,0.0,0.0,2020-05-16,712,13,651,48
463, ,MS Zaandam,0.0,0.0,2020-05-16,9,2,0,7
464,Diamond Princess,Canada,0.0,0.0,2020-05-17,1,1,0,0
465,Grand Princess,Canada,0.0,0.0,2020-05-17,13,0,0,13
466, ,Diamond Princess,0.0,0.0,2020-05-17,712,13,651,48
467, ,MS Zaandam,0.0,0.0,2020-05-17,9,2,0,7
468,Diamond Princess,Canada,0.0,0.0,2020-05-18,1,1,0,0
469,Grand Princess,Canada,0.0,0.0,2020-05-18,13,0,0,13
470, ,Diamond Princess,0.0,0.0,2020-05-18,712,13,651,48
471, ,MS Zaandam,0.0,0.0,2020-05-18,9,2,0,7
472,Diamond Princess,Canada,0.0,0.0,2020-05-19,1,1,0,0
473,Grand Princess,Canada,0.0,0.0,2020-05-19,13,0,0,13
474, ,Diamond Princess,0.0,0.0,2020-05-19,712,13,651,48
475, ,MS Zaandam,0.0,0.0,2020-05-19,9,2,0,7
476,Diamond Princess,Canada,0.0,0.0,2020-05-20,1,1,0,0
477,Grand Princess,Canada,0.0,0.0,2020-05-20,13,0,0,13
478, ,Diamond Princess,0.0,0.0,2020-05-20,712,13,651,48
479, ,MS Zaandam,0.0,0.0,2020-05-20,9,2,0,7
480,Diamond Princess,Canada,0.0,0.0,2020-05-21,1,1,0,0
481,Grand Princess,Canada,0.0,0.0,2020-05-21,13,0,0,13
482, ,Diamond Princess,0.0,0.0,2020-05-21,712,13,651,48
483, ,MS Zaandam,0.0,0.0,2020-05-21,9,2,0,7
484,Diamond Princess,Canada,0.0,0.0,2020-05-22,1,1,0,0
485,Grand Princess,Canada,0.0,0.0,2020-05-22,13,0,0,13
486, ,Diamond Princess,0.0,0.0,2020-05-22,712,13,651,48
487, ,MS Zaandam,0.0,0.0,2020-05-22,9,2,0,7
488,Diamond Princess,Canada,0.0,0.0,2020-05-23,1,1,0,0
489,Grand Princess,Canada,0.0,0.0,2020-05-23,13,0,0,13
490, ,Diamond Princess,0.0,0.0,2020-05-23,712,13,651,48
491, ,MS Zaandam,0.0,0.0,2020-05-23,9,2,0,7
492,Diamond Princess,Canada,0.0,0.0,2020-05-24,1,1,0,0
493,Grand Princess,Canada,0.0,0.0,2020-05-24,13,0,0,13
494, ,Diamond Princess,0.0,0.0,2020-05-24,712,13,651,48
495, ,MS Zaandam,0.0,0.0,2020-05-24,9,2,0,7
496,Diamond Princess,Canada,0.0,0.0,2020-05-25,1,1,0,0
497,Grand Princess,Canada,0.0,0.0,2020-05-25,13,0,0,13
498, ,Diamond Princess,0.0,0.0,2020-05-25,712,13,651,48
499, ,MS Zaandam,0.0,0.0,2020-05-25,9,2,0,7
500,Diamond Princess,Canada,0.0,0.0,2020-05-26,1,1,0,0
501,Grand Princess,Canada,0.0,0.0,2020-05-26,13,0,0,13
502, ,Diamond Princess,0.0,0.0,2020-05-26,712,13,651,48
503, ,MS Zaandam,0.0,0.0,2020-05-26,9,2,0,7
504,Diamond Princess,Canada,0.0,0.0,2020-05-27,1,1,0,0
505,Grand Princess,Canada,0.0,0.0,2020-05-27,13,0,0,13
506, ,Diamond Princess,0.0,0.0,2020-05-27,712,13,651,48
507, ,MS Zaandam,0.0,0.0,2020-05-27,9,2,0,7
508,Diamond Princess,Canada,0.0,0.0,2020-05-28,1,1,0,0
509,Grand Princess,Canada,0.0,0.0,2020-05-28,13,0,0,13
510, ,Diamond Princess,0.0,0.0,2020-05-28,712,13,651,48
511, ,MS Zaandam,0.0,0.0,2020-05-28,9,2,0,7
512,Diamond Princess,Canada,0.0,0.0,2020-05-29,1,1,0,0
513,Grand Princess,Canada,0.0,0.0,2020-05-29,13,0,0,13
514, ,Diamond Princess,0.0,0.0,2020-05-29,712,13,651,48
515, ,MS Zaandam,0.0,0.0,2020-05-29,9,2,0,7
516,Diamond Princess,Canada,0.0,0.0,2020-05-30,1,1,0,0
517,Grand Princess,Canada,0.0,0.0,2020-05-30,13,0,0,13
518, ,Diamond Princess,0.0,0.0,2020-05-30,712,13,651,48
519, ,MS Zaandam,0.0,0.0,2020-05-30,9,2,0,7
520,Diamond Princess,Canada,0.0,0.0,2020-05-31,1,1,0,0
521,Grand Princess,Canada,0.0,0.0,2020-05-31,13,0,0,13
522, ,Diamond Princess,0.0,0.0,2020-05-31,712,13,651,48
523, ,MS Zaandam,0.0,0.0,2020-05-31,9,2,0,7
524,Diamond Princess,Canada,0.0,0.0,2020-06-01,1,1,0,0
525,Grand Princess,Canada,0.0,0.0,2020-06-01,13,0,0,13
526, ,Diamond Princess,0.0,0.0,2020-06-01,712,13,651,48
527, ,MS Zaandam,0.0,0.0,2020-06-01,9,2,0,7
528,Diamond Princess,Canada,0.0,0.0,2020-06-02,0,1,0,-1
529,Grand Princess,Canada,0.0,0.0,2020-06-02,13,0,0,13
530, ,Diamond Princess,0.0,0.0,2020-06-02,712,13,651,48
531, ,MS Zaandam,0.0,0.0,2020-06-02,9,2,0,7
532,Diamond Princess,Canada,0.0,0.0,2020-06-03,0,1,0,-1
533,Grand Princess,Canada,0.0,0.0,2020-06-03,13,0,0,13
534, ,Diamond Princess,0.0,0.0,2020-06-03,712,13,651,48
535, ,MS Zaandam,0.0,0.0,2020-06-03,9,2,0,7
536,Diamond Princess,Canada,0.0,0.0,2020-06-04,0,1,0,-1
537,Grand Princess,Canada,0.0,0.0,2020-06-04,13,0,0,13
538, ,Diamond Princess,0.0,0.0,2020-06-04,712,13,651,48
539, ,MS Zaandam,0.0,0.0,2020-06-04,9,2,0,7
540,Diamond Princess,Canada,0.0,0.0,2020-06-05,0,1,0,-1
541,Grand Princess,Canada,0.0,0.0,2020-06-05,13,0,0,13
542, ,Diamond Princess,0.0,0.0,2020-06-05,712,13,651,48
543, ,MS Zaandam,0.0,0.0,2020-06-05,9,2,0,7
544,Diamond Princess,Canada,0.0,0.0,2020-06-06,0,1,0,-1
545,Grand Princess,Canada,0.0,0.0,2020-06-06,13,0,0,13
546, ,Diamond Princess,0.0,0.0,2020-06-06,712,13,651,48
547, ,MS Zaandam,0.0,0.0,2020-06-06,9,2,0,7
548,Diamond Princess,Canada,0.0,0.0,2020-06-07,0,1,0,-1
549,Grand Princess,Canada,0.0,0.0,2020-06-07,13,0,0,13
550, ,Diamond Princess,0.0,0.0,2020-06-07,712,13,651,48
551, ,MS Zaandam,0.0,0.0,2020-06-07,9,2,0,7
552,Diamond Princess,Canada,0.0,0.0,2020-06-08,0,1,0,-1
553,Grand Princess,Canada,0.0,0.0,2020-06-08,13,0,0,13
554, ,Diamond Princess,0.0,0.0,2020-06-08,712,13,651,48
555, ,MS Zaandam,0.0,0.0,2020-06-08,9,2,0,7
556,Diamond Princess,Canada,0.0,0.0,2020-06-09,0,1,0,-1
557,Grand Princess,Canada,0.0,0.0,2020-06-09,13,0,0,13
558, ,Diamond Princess,0.0,0.0,2020-06-09,712,13,651,48
559, ,MS Zaandam,0.0,0.0,2020-06-09,9,2,0,7
560,Diamond Princess,Canada,0.0,0.0,2020-06-10,0,1,0,-1
561,Grand Princess,Canada,0.0,0.0,2020-06-10,13,0,0,13
562, ,Diamond Princess,0.0,0.0,2020-06-10,712,13,651,48
563, ,MS Zaandam,0.0,0.0,2020-06-10,9,2,0,7
564,Diamond Princess,Canada,0.0,0.0,2020-06-11,0,1,0,-1
565,Grand Princess,Canada,0.0,0.0,2020-06-11,13,0,0,13
566, ,Diamond Princess,0.0,0.0,2020-06-11,712,13,651,48
567, ,MS Zaandam,0.0,0.0,2020-06-11,9,2,0,7
568,Diamond Princess,Canada,0.0,0.0,2020-06-12,0,1,0,-1
569,Grand Princess,Canada,0.0,0.0,2020-06-12,13,0,0,13
570, ,Diamond Princess,0.0,0.0,2020-06-12,712,13,651,48
571, ,MS Zaandam,0.0,0.0,2020-06-12,9,2,0,7
572,Diamond Princess,Canada,0.0,0.0,2020-06-13,0,1,0,-1
573,Grand Princess,Canada,0.0,0.0,2020-06-13,13,0,0,13
574, ,Diamond Princess,0.0,0.0,2020-06-13,712,13,651,48
575, ,MS Zaandam,0.0,0.0,2020-06-13,9,2,0,7
576,Diamond Princess,Canada,0.0,0.0,2020-06-14,0,1,0,-1
577,Grand Princess,Canada,0.0,0.0,2020-06-14,13,0,0,13
578, ,Diamond Princess,0.0,0.0,2020-06-14,712,13,651,48
579, ,MS Zaandam,0.0,0.0,2020-06-14,9,2,0,7
580,Diamond Princess,Canada,0.0,0.0,2020-06-15,0,1,0,-1
581,Grand Princess,Canada,0.0,0.0,2020-06-15,13,0,0,13
582, ,Diamond Princess,0.0,0.0,2020-06-15,712,13,651,48
583, ,MS Zaandam,0.0,0.0,2020-06-15,9,2,0,7
584,Diamond Princess,Canada,0.0,0.0,2020-06-16,0,1,0,-1
585,Grand Princess,Canada,0.0,0.0,2020-06-16,13,0,0,13
586, ,Diamond Princess,0.0,0.0,2020-06-16,712,13,651,48
587, ,MS Zaandam,0.0,0.0,2020-06-16,9,2,0,7
588,Diamond Princess,Canada,0.0,0.0,2020-06-17,0,1,0,-1
589,Grand Princess,Canada,0.0,0.0,2020-06-17,13,0,0,13
590, ,Diamond Princess,0.0,0.0,2020-06-17,712,13,651,48
591, ,MS Zaandam,0.0,0.0,2020-06-17,9,2,0,7
592,Diamond Princess,Canada,0.0,0.0,2020-06-18,0,1,0,-1
593,Grand Princess,Canada,0.0,0.0,2020-06-18,13,0,0,13
594, ,Diamond Princess,0.0,0.0,2020-06-18,712,13,651,48
595, ,MS Zaandam,0.0,0.0,2020-06-18,9,2,0,7
596,Diamond Princess,Canada,0.0,0.0,2020-06-19,0,1,0,-1
597,Grand Princess,Canada,0.0,0.0,2020-06-19,13,0,0,13
598, ,Diamond Princess,0.0,0.0,2020-06-19,712,13,651,48
599, ,MS Zaandam,0.0,0.0,2020-06-19,9,2,0,7
600,Diamond Princess,Canada,0.0,0.0,2020-06-20,0,1,0,-1
601,Grand Princess,Canada,0.0,0.0,2020-06-20,13,0,0,13
602, ,Diamond Princess,0.0,0.0,2020-06-20,712,13,651,48
603, ,MS Zaandam,0.0,0.0,2020-06-20,9,2,0,7
604,Diamond Princess,Canada,0.0,0.0,2020-06-21,0,1,0,-1
605,Grand Princess,Canada,0.0,0.0,2020-06-21,13,0,0,13
606, ,Diamond Princess,0.0,0.0,2020-06-21,712,13,651,48
607, ,MS Zaandam,0.0,0.0,2020-06-21,9,2,0,7
608,Diamond Princess,Canada,0.0,0.0,2020-06-22,0,1,0,-1
609,Grand Princess,Canada,0.0,0.0,2020-06-22,13,0,0,13
610, ,Diamond Princess,0.0,0.0,2020-06-22,712,13,651,48
611, ,MS Zaandam,0.0,0.0,2020-06-22,9,2,0,7
612,Diamond Princess,Canada,0.0,0.0,2020-06-23,0,1,0,-1
613,Grand Princess,Canada,0.0,0.0,2020-06-23,13,0,0,13
614, ,Diamond Princess,0.0,0.0,2020-06-23,712,13,651,48
615, ,MS Zaandam,0.0,0.0,2020-06-23,9,2,0,7
616,Diamond Princess,Canada,0.0,0.0,2020-06-24,0,1,0,-1
617,Grand Princess,Canada,0.0,0.0,2020-06-24,13,0,0,13
618, ,Diamond Princess,0.0,0.0,2020-06-24,712,13,651,48
619, ,MS Zaandam,0.0,0.0,2020-06-24,9,2,0,7
620,Diamond Princess,Canada,0.0,0.0,2020-06-25,0,1,0,-1
621,Grand Princess,Canada,0.0,0.0,2020-06-25,13,0,0,13
622, ,Diamond Princess,0.0,0.0,2020-06-25,712,13,651,48
623, ,MS Zaandam,0.0,0.0,2020-06-25,9,2,0,7
624,Diamond Princess,Canada,0.0,0.0,2020-06-26,0,1,0,-1
625,Grand Princess,Canada,0.0,0.0,2020-06-26,13,0,0,13
626, ,Diamond Princess,0.0,0.0,2020-06-26,712,13,651,48
627, ,MS Zaandam,0.0,0.0,2020-06-26,9,2,0,7
628,Diamond Princess,Canada,0.0,0.0,2020-06-27,0,1,0,-1
629,Grand Princess,Canada,0.0,0.0,2020-06-27,13,0,0,13
630, ,Diamond Princess,0.0,0.0,2020-06-27,712,13,651,48
631, ,MS Zaandam,0.0,0.0,2020-06-27,9,2,0,7
632,Diamond Princess,Canada,0.0,0.0,2020-06-28,0,1,0,-1
633,Grand Princess,Canada,0.0,0.0,2020-06-28,13,0,0,13
634, ,Diamond Princess,0.0,0.0,2020-06-28,712,13,651,48
635, ,MS Zaandam,0.0,0.0,2020-06-28,9,2,0,7
636,Diamond Princess,Canada,0.0,0.0,2020-06-29,0,1,0,-1
637,Grand Princess,Canada,0.0,0.0,2020-06-29,13,0,0,13
638, ,Diamond Princess,0.0,0.0,2020-06-29,712,13,651,48
639, ,MS Zaandam,0.0,0.0,2020-06-29,9,2,0,7
640,Diamond Princess,Canada,0.0,0.0,2020-06-30,0,1,0,-1
641,Grand Princess,Canada,0.0,0.0,2020-06-30,13,0,0,13
642, ,Diamond Princess,0.0,0.0,2020-06-30,712,13,651,48
643, ,MS Zaandam,0.0,0.0,2020-06-30,9,2,0,7
644,Diamond Princess,Canada,0.0,0.0,2020-07-01,0,1,0,-1
645,Grand Princess,Canada,0.0,0.0,2020-07-01,13,0,0,13
646, ,Diamond Princess,0.0,0.0,2020-07-01,712,13,651,48
647, ,MS Zaandam,0.0,0.0,2020-07-01,9,2,0,7
648,Diamond Princess,Canada,0.0,0.0,2020-07-02,0,1,0,-1
649,Grand Princess,Canada,0.0,0.0,2020-07-02,13,0,0,13
650, ,Diamond Princess,0.0,0.0,2020-07-02,712,13,651,48
651, ,MS Zaandam,0.0,0.0,2020-07-02,9,2,0,7
652,Diamond Princess,Canada,0.0,0.0,2020-07-03,0,1,0,-1
653,Grand Princess,Canada,0.0,0.0,2020-07-03,13,0,0,13
654, ,Diamond Princess,0.0,0.0,2020-07-03,712,13,651,48
655, ,MS Zaandam,0.0,0.0,2020-07-03,9,2,0,7
656,Diamond Princess,Canada,0.0,0.0,2020-07-04,0,1,0,-1
657,Grand Princess,Canada,0.0,0.0,2020-07-04,13,0,0,13
658, ,Diamond Princess,0.0,0.0,2020-07-04,712,13,651,48
659, ,MS Zaandam,0.0,0.0,2020-07-04,9,2,0,7
660,Diamond Princess,Canada,0.0,0.0,2020-07-05,0,1,0,-1
661,Grand Princess,Canada,0.0,0.0,2020-07-05,13,0,0,13
662, ,Diamond Princess,0.0,0.0,2020-07-05,712,13,651,48
663, ,MS Zaandam,0.0,0.0,2020-07-05,9,2,0,7
664,Diamond Princess,Canada,0.0,0.0,2020-07-06,0,1,0,-1
665,Grand Princess,Canada,0.0,0.0,2020-07-06,13,0,0,13
666, ,Diamond Princess,0.0,0.0,2020-07-06,712,13,651,48
667, ,MS Zaandam,0.0,0.0,2020-07-06,9,2,0,7
668,Diamond Princess,Canada,0.0,0.0,2020-07-07,0,1,0,-1
669,Grand Princess,Canada,0.0,0.0,2020-07-07,13,0,0,13
670, ,Diamond Princess,0.0,0.0,2020-07-07,712,13,651,48
671, ,MS Zaandam,0.0,0.0,2020-07-07,9,2,0,7
672,Diamond Princess,Canada,0.0,0.0,2020-07-08,0,1,0,-1
673,Grand Princess,Canada,0.0,0.0,2020-07-08,13,0,0,13
674, ,Diamond Princess,0.0,0.0,2020-07-08,712,13,651,48
675, ,MS Zaandam,0.0,0.0,2020-07-08,9,2,0,7
676,Diamond Princess,Canada,0.0,0.0,2020-07-09,0,1,0,-1
677,Grand Princess,Canada,0.0,0.0,2020-07-09,13,0,0,13
678, ,Diamond Princess,0.0,0.0,2020-07-09,712,13,651,48
679, ,MS Zaandam,0.0,0.0,2020-07-09,9,2,0,7
680,Diamond Princess,Canada,0.0,0.0,2020-07-10,0,1,0,-1
681,Grand Princess,Canada,0.0,0.0,2020-07-10,13,0,0,13
682, ,Diamond Princess,0.0,0.0,2020-07-10,712,13,651,48
683, ,MS Zaandam,0.0,0.0,2020-07-10,9,2,0,7
684,Diamond Princess,Canada,0.0,0.0,2020-07-11,0,1,0,-1
685,Grand Princess,Canada,0.0,0.0,2020-07-11,13,0,0,13
686, ,Diamond Princess,0.0,0.0,2020-07-11,712,13,651,48
687, ,MS Zaandam,0.0,0.0,2020-07-11,9,2,0,7
688,Diamond Princess,Canada,0.0,0.0,2020-07-12,0,1,0,-1
689,Grand Princess,Canada,0.0,0.0,2020-07-12,13,0,0,13
690, ,Diamond Princess,0.0,0.0,2020-07-12,712,13,651,48
691, ,MS Zaandam,0.0,0.0,2020-07-12,9,2,0,7
692,Diamond Princess,Canada,0.0,0.0,2020-07-13,0,1,0,-1
693,Grand Princess,Canada,0.0,0.0,2020-07-13,13,0,0,13
694, ,Diamond Princess,0.0,0.0,2020-07-13,712,13,651,48
695, ,MS Zaandam,0.0,0.0,2020-07-13,9,2,0,7
696,Diamond Princess,Canada,0.0,0.0,2020-07-14,0,1,0,-1
697,Grand Princess,Canada,0.0,0.0,2020-07-14,13,0,0,13
698, ,Diamond Princess,0.0,0.0,2020-07-14,712,13,651,48
699, ,MS Zaandam,0.0,0.0,2020-07-14,9,2,0,7
700,Diamond Princess,Canada,0.0,0.0,2020-07-15,0,1,0,-1
701,Grand Princess,Canada,0.0,0.0,2020-07-15,13,0,0,13
702, ,Diamond Princess,0.0,0.0,2020-07-15,712,13,651,48
703, ,MS Zaandam,0.0,0.0,2020-07-15,9,2,0,7
704,Diamond Princess,Canada,0.0,0.0,2020-07-16,0,1,0,-1
705,Grand Princess,Canada,0.0,0.0,2020-07-16,13,0,0,13
706, ,Diamond Princess,0.0,0.0,2020-07-16,712,13,651,48
707, ,MS Zaandam,0.0,0.0,2020-07-16,9,2,0,7
708,Diamond Princess,Canada,0.0,0.0,2020-07-17,0,1,0,-1
709,Grand Princess,Canada,0.0,0.0,2020-07-17,13,0,0,13
710, ,Diamond Princess,0.0,0.0,2020-07-17,712,13,651,48
711, ,MS Zaandam,0.0,0.0,2020-07-17,9,2,0,7
712,Diamond Princess,Canada,0.0,0.0,2020-07-18,0,1,0,-1
713,Grand Princess,Canada,0.0,0.0,2020-07-18,13,0,0,13
714, ,Diamond Princess,0.0,0.0,2020-07-18,712,13,651,48
715, ,MS Zaandam,0.0,0.0,2020-07-18,9,2,0,7
716,Diamond Princess,Canada,0.0,0.0,2020-07-19,0,1,0,-1
717,Grand Princess,Canada,0.0,0.0,2020-07-19,13,0,0,13
718, ,Diamond Princess,0.0,0.0,2020-07-19,712,13,651,48
719, ,MS Zaandam,0.0,0.0,2020-07-19,9,2,0,7
720,Diamond Princess,Canada,0.0,0.0,2020-07-20,0,1,0,-1
721,Grand Princess,Canada,0.0,0.0,2020-07-20,13,0,0,13
722, ,Diamond Princess,0.0,0.0,2020-07-20,712,13,651,48
723, ,MS Zaandam,0.0,0.0,2020-07-20,9,2,0,7
724,Diamond Princess,Canada,0.0,0.0,2020-07-21,0,1,0,-1
725,Grand Princess,Canada,0.0,0.0,2020-07-21,13,0,0,13
726, ,Diamond Princess,0.0,0.0,2020-07-21,712,13,651,48
727, ,MS Zaandam,0.0,0.0,2020-07-21,9,2,0,7
728,Diamond Princess,Canada,0.0,0.0,2020-07-22,0,1,0,-1
729,Grand Princess,Canada,0.0,0.0,2020-07-22,13,0,0,13
730, ,Diamond Princess,0.0,0.0,2020-07-22,712,13,651,48
731, ,MS Zaandam,0.0,0.0,2020-07-22,9,2,0,7
732,Diamond Princess,Canada,0.0,0.0,2020-07-23,0,1,0,-1
733,Grand Princess,Canada,0.0,0.0,2020-07-23,13,0,0,13
734, ,Diamond Princess,0.0,0.0,2020-07-23,712,13,651,48
735, ,MS Zaandam,0.0,0.0,2020-07-23,9,2,0,7
736,Diamond Princess,Canada,0.0,0.0,2020-07-24,0,1,0,-1
737,Grand Princess,Canada,0.0,0.0,2020-07-24,13,0,0,13
738, ,Diamond Princess,0.0,0.0,2020-07-24,712,13,651,48
739, ,MS Zaandam,0.0,0.0,2020-07-24,9,2,0,7
740,Diamond Princess,Canada,0.0,0.0,2020-07-25,0,1,0,-1
741,Grand Princess,Canada,0.0,0.0,2020-07-25,13,0,0,13
742, ,Diamond Princess,0.0,0.0,2020-07-25,712,13,651,48
743, ,MS Zaandam,0.0,0.0,2020-07-25,9,2,0,7
744,Diamond Princess,Canada,0.0,0.0,2020-07-26,0,1,0,-1
745,Grand Princess,Canada,0.0,0.0,2020-07-26,13,0,0,13
746, ,Diamond Princess,0.0,0.0,2020-07-26,712,13,651,48
747, ,MS Zaandam,0.0,0.0,2020-07-26,9,2,0,7
748,Diamond Princess,Canada,0.0,0.0,2020-07-27,0,1,0,-1
749,Grand Princess,Canada,0.0,0.0,2020-07-27,13,0,0,13
750, ,Diamond Princess,0.0,0.0,2020-07-27,712,13,651,48
751, ,MS Zaandam,0.0,0.0,2020-07-27,9,2,0,7
752,Diamond Princess,Canada,0.0,0.0,2020-07-28,0,1,0,-1
753,Grand Princess,Canada,0.0,0.0,2020-07-28,13,0,0,13
754, ,Diamond Princess,0.0,0.0,2020-07-28,712,13,651,48
755, ,MS Zaandam,0.0,0.0,2020-07-28,9,2,0,7
756,Diamond Princess,Canada,0.0,0.0,2020-07-29,0,1,0,-1
757,Grand Princess,Canada,0.0,0.0,2020-07-29,13,0,0,13
758, ,Diamond Princess,0.0,0.0,2020-07-29,712,13,651,48
759, ,MS Zaandam,0.0,0.0,2020-07-29,9,2,0,7
760,Diamond Princess,Canada,0.0,0.0,2020-07-30,0,1,0,-1
761,Grand Princess,Canada,0.0,0.0,2020-07-30,13,0,0,13
762, ,Diamond Princess,0.0,0.0,2020-07-30,712,13,651,48
763, ,MS Zaandam,0.0,0.0,2020-07-30,9,2,0,7
764,Diamond Princess,Canada,0.0,0.0,2020-07-31,0,1,0,-1
765,Grand Princess,Canada,0.0,0.0,2020-07-31,13,0,0,13
766, ,Diamond Princess,0.0,0.0,2020-07-31,712,13,651,48
767, ,MS Zaandam,0.0,0.0,2020-07-31,9,2,0,7
768,Diamond Princess,Canada,0.0,0.0,2020-08-01,0,1,0,-1
769,Grand Princess,Canada,0.0,0.0,2020-08-01,13,0,0,13
770, ,Diamond Princess,0.0,0.0,2020-08-01,712,13,651,48
